"Q" "C" "Qworld" "Cworld" "sigma" "N" "score" "pvalue"
"TQ" 0.0143614460683889 0.00950678559899732 0.021388173886351 0.0138843953754024 0.0310284705439899 1256 -5.00001717857308 5.73252066512344e-07
"TU" 0.0135086369644221 0.007550730876717 0.020083765400208 0.0118294680485289 0.0218645635810401 1256 -6.93536969756729 4.05160194230876e-12
"UA" 8.25530540960991e-05 7.56228691463707e-05 1.92554707844419e-05 1.77226512366763e-05 0.00202484599978978 1256 1.0134049458263 0.310866777998772
"UB" 9.70949199937859e-06 9.53417894956114e-06 5.98877873879917e-05 5.88706524306966e-05 0.000337873493982937 1256 -5.17498148290571 2.2793358545657e-07
"UE" 0.000288835777181463 0.000269116994595323 0.000146802191862457 0.000137115901365117 0.00338950124367287 1256 1.38018260699284 0.167530427846514
"UF" 8.04763235754504e-05 7.87008398281766e-05 5.07107879494212e-05 4.97353411624668e-05 0.00137573438713717 1256 0.746175931707653 0.455561145262025
"UH" 6.86360641335383e-06 6.67237575853517e-06 3.38608017371834e-05 3.30637172295321e-05 0.000236467581844148 1256 -3.9553477791764 7.6423396032913e-05
"UI" 9.38856210735506e-05 9.22276617961001e-05 9.05420514191654e-05 8.91322376924736e-05 0.00154908272099606 1256 0.0708174639364386 0.943543032509549
"UK" 9.70949199937859e-06 9.57678957692465e-06 3.2322525719184e-05 3.19146210286671e-05 0.000339381595906995 1256 -2.33263905042182 0.0196670975819495
"UM" 0.00840067430270341 0.00451784013535006 0.00816803897700173 0.00472051667245537 0.0164352044121831 1256 -0.437042010261151 0.662080881503516
"UN" 0 0 2.83451599862242e-06 2.82167301001216e-06 0 1256 -Inf 0
"UP" 0 0 1.0091652673909e-05 1.00725979876327e-05 0 1256 -Inf 0
"UQ" 0 0 1.17888353305761e-05 1.16060560760197e-05 0 1256 -Inf 0
"UR" 0.00022007769708119 0.000214484865880531 9.63528170869228e-05 9.42180373386018e-05 0.00327865133316267 1256 1.30000626163196 0.193598823085848
"UT" 0 0 1.01916300769402e-06 1.01808747699753e-06 0 1256 -Inf 0
"UU" 0 0 1.70741193294402e-05 1.6892410344573e-05 0 1256 -Inf 0
"UY" 7.88295390048559e-06 7.60030608749681e-06 3.00984386166432e-05 2.91609544230919e-05 0.00026934357694066 1256 -2.83693909643428 0.0045548299520469
"VE" 0.0380208139380571 0.0203575955923584 0.0575780916363029 0.0310496955790157 0.0380812863728715 1256 -9.95053016965531 2.50843258456024e-23
"VI" 0.00600627318662781 0.00312896949421658 0.00949730111935696 0.00506194259758786 0.0115026531201251 1256 -5.95556004364046 2.59182717447479e-09
"VJ" 0.00112398657182051 0.000741255538684385 0.00267885859583767 0.00176425675908984 0.00512442181535042 1256 -7.0749943950283 1.49454801410848e-12
"VM" 0 0 4.6647896602301e-06 4.58625302003105e-06 0 1256 -Inf 0
"VP" 0.00011615091337686 9.28069654186261e-05 0.000245568345811887 0.000193445479048307 0.00176166987197028 1256 -2.02457796819463 0.0429107184521646
"VS" 9.6543437502874e-05 7.98702662269834e-05 0.000182386848648427 0.000151780457387435 0.00190057863822298 1256 -1.34090935070199 0.179949885911861
"VX" 0.00636066531627081 0.00393986873364217 0.0053046456735978 0.00339025389380573 0.0172949903989608 1256 1.12624517857684 0.260061755288666
"VY" 0.0226490869798965 0.0155592893163194 0.0272176023965868 0.0188167724170664 0.0371775842912224 1256 -3.10524466342896 0.0019012169073078
"WC" 0.004357360404344 0.00268065368264597 0.0100750829690038 0.00612453787085011 0.0152092726149635 1256 -8.02481286775523 1.01680824007482e-15
"WE" 0.00392451152415445 0.00306785263790854 0.00413510742164958 0.0031947273133571 0.0242352564817546 1256 -0.185533417284862 0.852810672029876
"WF" 0.000178824426929168 0.000152558643084364 0.000334654838865613 0.000291766533914409 0.00180457654216767 1256 -2.73390466144253 0.00625881637687584
"WH" 0.00312519280744439 0.00263037404127792 0.00408634512838097 0.00343734198444747 0.0207597695537918 1256 -1.37761725609015 0.168321490313114
"WM" 6.377398499717e-05 5.2315551182942e-05 0.000184095505838109 0.000148982530058633 0.00144740987905548 1256 -2.36690830241836 0.0179373764289002
"WQ" 0.000179610553972035 0.000161636071114012 0.000668863915058145 0.000597528096725048 0.00337282172151211 1256 -4.58015691943412 4.64627196738242e-06
"WU" 0.000162908879112846 0.000139556521567594 0.000312667456551895 0.000264076948673123 0.00230355239323712 1256 -1.91574335054891 0.0553977715855348
